group,function,value,sample_time_nanos,iteration_count
Prefetch,,6,874018,28
Prefetch,,6,1706815,56
Prefetch,,6,2563808,84
Prefetch,,6,3416553,112
Prefetch,,6,4269047,140
Prefetch,,6,5123061,168
Prefetch,,6,5978100,196
Prefetch,,6,6833165,224
Prefetch,,6,7681696,252
Prefetch,,6,8537999,280
Prefetch,,6,9391922,308
Prefetch,,6,10246676,336
Prefetch,,6,11105094,364
Prefetch,,6,11957747,392
Prefetch,,6,12816961,420
Prefetch,,6,13683938,448
Prefetch,,6,14526583,476
Prefetch,,6,15399927,504
Prefetch,,6,16652016,532
Prefetch,,6,16926660,560
Prefetch,,6,17669870,588
Prefetch,,6,18718162,616
Prefetch,,6,19508224,644
Prefetch,,6,20492096,672
Prefetch,,6,21335406,700
Prefetch,,6,22321334,728
Prefetch,,6,22662494,756
Prefetch,,6,23512192,784
Prefetch,,6,24273900,812
Prefetch,,6,25112660,840
Prefetch,,6,25949532,868
Prefetch,,6,26763721,896
Prefetch,,6,27616312,924
Prefetch,,6,28435799,952
Prefetch,,6,29282780,980
Prefetch,,6,30153089,1008
Prefetch,,6,31143202,1036
Prefetch,,6,31819450,1064
Prefetch,,6,33032106,1092
Prefetch,,6,33660974,1120
Prefetch,,6,34322248,1148
Prefetch,,6,35393451,1176
Prefetch,,6,36503911,1204
Prefetch,,6,37440449,1232
Prefetch,,6,38532334,1260
Prefetch,,6,39365886,1288
Prefetch,,6,40238001,1316
Prefetch,,6,40297264,1344
Prefetch,,6,41012340,1372
Prefetch,,6,41943633,1400
Prefetch,,6,42825081,1428
Prefetch,,6,43546254,1456
Prefetch,,6,44371695,1484
Prefetch,,6,45192029,1512
Prefetch,,6,46297363,1540
Prefetch,,6,46891525,1568
Prefetch,,6,47811681,1596
Prefetch,,6,49259573,1624
Prefetch,,6,49852930,1652
Prefetch,,6,50241756,1680
Prefetch,,6,51016122,1708
Prefetch,,6,51843902,1736
Prefetch,,6,52710364,1764
Prefetch,,6,53526416,1792
Prefetch,,6,54354251,1820
Prefetch,,6,55200237,1848
Prefetch,,6,56029367,1876
Prefetch,,6,57672805,1904
Prefetch,,6,62283371,1932
Prefetch,,6,59923444,1960
Prefetch,,6,59594343,1988
Prefetch,,6,60422326,2016
Prefetch,,6,61282716,2044
Prefetch,,6,63444641,2072
Prefetch,,6,65344625,2100
Prefetch,,6,65600723,2128
Prefetch,,6,64411953,2156
Prefetch,,6,66352673,2184
Prefetch,,6,66068308,2212
Prefetch,,6,66903523,2240
Prefetch,,6,67749630,2268
Prefetch,,6,69959923,2296
Prefetch,,6,70091800,2324
Prefetch,,6,70467615,2352
Prefetch,,6,71096686,2380
Prefetch,,6,72003846,2408
Prefetch,,6,72829583,2436
Prefetch,,6,74050556,2464
Prefetch,,6,74424712,2492
Prefetch,,6,75341700,2520
Prefetch,,6,76148167,2548
Prefetch,,6,76933017,2576
Prefetch,,6,77776984,2604
Prefetch,,6,78610530,2632
Prefetch,,6,79540434,2660
Prefetch,,6,80384148,2688
Prefetch,,6,81169807,2716
Prefetch,,6,82265169,2744
Prefetch,,6,82835617,2772
Prefetch,,6,83668552,2800
