group,function,value,sample_time_nanos,iteration_count
Prefetch,,20,1026514,6
Prefetch,,20,2052490,12
Prefetch,,20,3060250,18
Prefetch,,20,4119108,24
Prefetch,,20,5118250,30
Prefetch,,20,6180404,36
Prefetch,,20,7169219,42
Prefetch,,20,8201122,48
Prefetch,,20,9251139,54
Prefetch,,20,10246360,60
Prefetch,,20,11247532,66
Prefetch,,20,12310194,72
Prefetch,,20,13396240,78
Prefetch,,20,14340633,84
Prefetch,,20,15369713,90
Prefetch,,20,16403301,96
Prefetch,,20,17400654,102
Prefetch,,20,18493990,108
Prefetch,,20,19494916,114
Prefetch,,20,20500345,120
Prefetch,,20,21501018,126
Prefetch,,20,22599243,132
Prefetch,,20,23540892,138
Prefetch,,20,24601391,144
Prefetch,,20,25673542,150
Prefetch,,20,26656519,156
Prefetch,,20,27725169,162
Prefetch,,20,28661641,168
Prefetch,,20,29716880,174
Prefetch,,20,30733946,180
Prefetch,,20,31776849,186
Prefetch,,20,32818440,192
Prefetch,,20,33786382,198
Prefetch,,20,34865300,204
Prefetch,,20,35886917,210
Prefetch,,20,36898837,216
Prefetch,,20,39938852,222
Prefetch,,20,38934426,228
Prefetch,,20,40009552,234
Prefetch,,20,41040738,240
Prefetch,,20,42038838,246
Prefetch,,20,43278656,252
Prefetch,,20,44265060,258
Prefetch,,20,45100210,264
Prefetch,,20,46149650,270
Prefetch,,20,47252463,276
Prefetch,,20,48270162,282
Prefetch,,20,49258468,288
Prefetch,,20,50269237,294
Prefetch,,20,51290341,300
Prefetch,,20,52311122,306
Prefetch,,20,53308693,312
Prefetch,,20,54342336,318
Prefetch,,20,55390972,324
Prefetch,,20,56442647,330
Prefetch,,20,57473821,336
Prefetch,,20,58409861,342
Prefetch,,20,59509158,348
Prefetch,,20,60525784,354
Prefetch,,20,61541467,360
Prefetch,,20,62593286,366
Prefetch,,20,63652212,372
Prefetch,,20,64583784,378
Prefetch,,20,65644500,384
Prefetch,,20,66668809,390
Prefetch,,20,67755881,396
Prefetch,,20,68688559,402
Prefetch,,20,69672904,408
Prefetch,,20,70728205,414
Prefetch,,20,71900915,420
Prefetch,,20,72796174,426
Prefetch,,20,73812568,432
Prefetch,,20,74896840,438
Prefetch,,20,75838895,444
Prefetch,,20,76839087,450
Prefetch,,20,77916152,456
Prefetch,,20,78945251,462
Prefetch,,20,79931132,468
Prefetch,,20,81109702,474
Prefetch,,20,82169169,480
Prefetch,,20,83204969,486
Prefetch,,20,84289701,492
Prefetch,,20,85175899,498
Prefetch,,20,86198627,504
Prefetch,,20,87226753,510
Prefetch,,20,88422127,516
Prefetch,,20,89425484,522
Prefetch,,20,90522217,528
Prefetch,,20,91433822,534
Prefetch,,20,92578224,540
Prefetch,,20,93389221,546
Prefetch,,20,94561192,552
Prefetch,,20,95481770,558
Prefetch,,20,96484057,564
Prefetch,,20,97503062,570
Prefetch,,20,98562591,576
Prefetch,,20,99563552,582
Prefetch,,20,100621170,588
Prefetch,,20,101591687,594
Prefetch,,20,102647771,600
