group,function,value,sample_time_nanos,iteration_count
Prefetch,,45,1299240,3
Prefetch,,45,2599711,6
Prefetch,,45,3886340,9
Prefetch,,45,5185750,12
Prefetch,,45,6477868,15
Prefetch,,45,7780710,18
Prefetch,,45,9067650,21
Prefetch,,45,10361440,24
Prefetch,,45,11654757,27
Prefetch,,45,12955718,30
Prefetch,,45,14245299,33
Prefetch,,45,15542488,36
Prefetch,,45,16844638,39
Prefetch,,45,18131985,42
Prefetch,,45,19432086,45
Prefetch,,45,20724529,48
Prefetch,,45,22023140,51
Prefetch,,45,23316937,54
Prefetch,,45,25874381,57
Prefetch,,45,25920600,60
Prefetch,,45,27207148,63
Prefetch,,45,28502780,66
Prefetch,,45,29791589,69
Prefetch,,45,31090818,72
Prefetch,,45,32393039,75
Prefetch,,45,33681280,78
Prefetch,,45,34985607,81
Prefetch,,45,36259764,84
Prefetch,,45,37564349,87
Prefetch,,45,38870696,90
Prefetch,,45,40142759,93
Prefetch,,45,41470661,96
Prefetch,,45,42753056,99
Prefetch,,45,44047087,102
Prefetch,,45,45349929,105
Prefetch,,45,46621664,108
Prefetch,,45,47929838,111
Prefetch,,45,49497991,114
Prefetch,,45,50554350,117
Prefetch,,45,51853229,120
Prefetch,,45,53139486,123
Prefetch,,45,54503565,126
Prefetch,,45,56312431,129
Prefetch,,45,58000427,132
Prefetch,,45,59235473,135
Prefetch,,45,60652925,138
Prefetch,,45,61928814,141
Prefetch,,45,63258698,144
Prefetch,,45,64564053,147
Prefetch,,45,65881555,150
Prefetch,,45,67210403,153
Prefetch,,45,68520510,156
Prefetch,,45,69869538,159
Prefetch,,45,71161521,162
Prefetch,,45,72473827,165
Prefetch,,45,73799275,168
Prefetch,,45,75134024,171
Prefetch,,45,76424039,174
Prefetch,,45,77757917,177
Prefetch,,45,79066961,180
Prefetch,,45,80373232,183
Prefetch,,45,81689763,186
Prefetch,,45,83042425,189
Prefetch,,45,84350108,192
Prefetch,,45,85359123,195
Prefetch,,45,85503012,198
Prefetch,,45,86869531,201
Prefetch,,45,88081902,204
Prefetch,,45,89362312,207
Prefetch,,45,90670617,210
Prefetch,,45,91957276,213
Prefetch,,45,93250820,216
Prefetch,,45,94553817,219
Prefetch,,45,95835612,222
Prefetch,,45,97174538,225
Prefetch,,45,98448259,228
Prefetch,,45,99742340,231
Prefetch,,45,101045155,234
Prefetch,,45,101825644,237
Prefetch,,45,102782746,240
Prefetch,,45,104049947,243
Prefetch,,45,105353266,246
Prefetch,,45,106643264,249
Prefetch,,45,107902386,252
Prefetch,,45,109196738,255
Prefetch,,45,110587015,258
Prefetch,,45,111786698,261
Prefetch,,45,113065578,264
Prefetch,,45,114340904,267
Prefetch,,45,115650315,270
Prefetch,,45,116933296,273
Prefetch,,45,118239035,276
Prefetch,,45,119498440,279
Prefetch,,45,120805983,282
Prefetch,,45,122067372,285
Prefetch,,45,123364893,288
Prefetch,,45,124631746,291
Prefetch,,45,125921018,294
Prefetch,,45,127212979,297
Prefetch,,45,128497175,300
