group,function,value,sample_time_nanos,iteration_count
Prefetch,,25,1055047,5
Prefetch,,25,2336286,10
Prefetch,,25,3168589,15
Prefetch,,25,4463441,20
Prefetch,,25,5284003,25
Prefetch,,25,6550123,30
Prefetch,,25,7626549,35
Prefetch,,25,8682664,40
Prefetch,,25,9955952,45
Prefetch,,25,10785999,50
Prefetch,,25,12072139,55
Prefetch,,25,13342706,60
Prefetch,,25,13735040,65
Prefetch,,25,14765898,70
Prefetch,,25,15808770,75
Prefetch,,25,16861709,80
Prefetch,,25,17918295,85
Prefetch,,25,18977009,90
Prefetch,,25,20077391,95
Prefetch,,25,21088139,100
Prefetch,,25,22141279,105
Prefetch,,25,23192058,110
Prefetch,,25,24244646,115
Prefetch,,25,25318485,120
Prefetch,,25,26356200,125
Prefetch,,25,27409308,130
Prefetch,,25,28458001,135
Prefetch,,25,29513268,140
Prefetch,,25,30570967,145
Prefetch,,25,31618724,150
Prefetch,,25,32675805,155
Prefetch,,25,34145985,160
Prefetch,,25,34778672,165
Prefetch,,25,35827298,170
Prefetch,,25,36881149,175
Prefetch,,25,37949133,180
Prefetch,,25,39612790,185
Prefetch,,25,40054446,190
Prefetch,,25,41197247,195
Prefetch,,25,42188024,200
Prefetch,,25,43213526,205
Prefetch,,25,44270706,210
Prefetch,,25,46180746,215
Prefetch,,25,46378411,220
Prefetch,,25,47433664,225
Prefetch,,25,48502602,230
Prefetch,,25,49555456,235
Prefetch,,25,50595109,240
Prefetch,,25,51641170,245
Prefetch,,25,52704581,250
Prefetch,,25,53763707,255
Prefetch,,25,54844887,260
Prefetch,,25,55875374,265
Prefetch,,25,56947996,270
Prefetch,,25,57972546,275
Prefetch,,25,59024935,280
Prefetch,,25,60091571,285
Prefetch,,25,61163363,290
Prefetch,,25,62185100,295
Prefetch,,25,63273724,300
Prefetch,,25,64288055,305
Prefetch,,25,66645393,310
Prefetch,,25,66445197,315
Prefetch,,25,67455941,320
Prefetch,,25,68514092,325
Prefetch,,25,69558403,330
Prefetch,,25,70662522,335
Prefetch,,25,71675598,340
Prefetch,,25,72729258,345
Prefetch,,25,73784765,350
Prefetch,,25,74847050,355
Prefetch,,25,75900245,360
Prefetch,,25,76959542,365
Prefetch,,25,78302619,370
Prefetch,,25,79983913,375
Prefetch,,25,80132975,380
Prefetch,,25,81172931,385
Prefetch,,25,82216698,390
Prefetch,,25,83286684,395
Prefetch,,25,84319752,400
Prefetch,,25,85380037,405
Prefetch,,25,86434783,410
Prefetch,,25,87480785,415
Prefetch,,25,88570323,420
Prefetch,,25,89662606,425
Prefetch,,25,90644180,430
Prefetch,,25,91684549,435
Prefetch,,25,92746178,440
Prefetch,,25,93868437,445
Prefetch,,25,94853080,450
Prefetch,,25,95890680,455
Prefetch,,25,96955064,460
Prefetch,,25,98011343,465
Prefetch,,25,99084235,470
Prefetch,,25,100179364,475
Prefetch,,25,101179412,480
Prefetch,,25,102286922,485
Prefetch,,25,103301830,490
Prefetch,,25,104343394,495
Prefetch,,25,105395509,500
