group,function,value,sample_time_nanos,iteration_count
Prefetch,,28,980670,3
Prefetch,,28,2006405,6
Prefetch,,28,3023778,9
Prefetch,,28,3926571,12
Prefetch,,28,5017571,15
Prefetch,,28,6016153,18
Prefetch,,28,6988411,21
Prefetch,,28,7875228,24
Prefetch,,28,8828440,27
Prefetch,,28,9730124,30
Prefetch,,28,10771348,33
Prefetch,,28,11714012,36
Prefetch,,28,12756312,39
Prefetch,,28,13686517,42
Prefetch,,28,14687865,45
Prefetch,,28,15635405,48
Prefetch,,28,16642194,51
Prefetch,,28,17655422,54
Prefetch,,28,18588897,57
Prefetch,,28,19638461,60
Prefetch,,28,20705575,63
Prefetch,,28,21561037,66
Prefetch,,28,22403035,69
Prefetch,,28,23524835,72
Prefetch,,28,24421580,75
Prefetch,,28,25466926,78
Prefetch,,28,26441355,81
Prefetch,,28,27470560,84
Prefetch,,28,28419347,87
Prefetch,,28,29354836,90
Prefetch,,28,30399637,93
Prefetch,,28,31283719,96
Prefetch,,28,32341872,99
Prefetch,,28,33306418,102
Prefetch,,28,34195886,105
Prefetch,,28,35265561,108
Prefetch,,28,36145870,111
Prefetch,,28,37216584,114
Prefetch,,28,38142844,117
Prefetch,,28,39185866,120
Prefetch,,28,40108746,123
Prefetch,,28,41251052,126
Prefetch,,28,42257495,129
Prefetch,,28,42972769,132
Prefetch,,28,44144212,135
Prefetch,,28,45133785,138
Prefetch,,28,46089871,141
Prefetch,,28,47081392,144
Prefetch,,28,48052491,147
Prefetch,,28,48922357,150
Prefetch,,28,49992209,153
Prefetch,,28,50947915,156
Prefetch,,28,51958963,159
Prefetch,,28,52844835,162
Prefetch,,28,54116805,165
Prefetch,,28,54894979,168
Prefetch,,28,55845699,171
Prefetch,,28,56942676,174
Prefetch,,28,57858580,177
Prefetch,,28,58864476,180
Prefetch,,28,59682629,183
Prefetch,,28,60662144,186
Prefetch,,28,61733999,189
Prefetch,,28,62654427,192
Prefetch,,28,63693675,195
Prefetch,,28,65177350,198
Prefetch,,28,66738664,201
Prefetch,,28,67555132,204
Prefetch,,28,67581331,207
Prefetch,,28,68660149,210
Prefetch,,28,69553703,213
Prefetch,,28,70652857,216
Prefetch,,28,71629037,219
Prefetch,,28,72630723,222
Prefetch,,28,73466763,225
Prefetch,,28,74382025,228
Prefetch,,28,75485226,231
Prefetch,,28,76459513,234
Prefetch,,28,77564040,237
Prefetch,,28,78320736,240
Prefetch,,28,79269507,243
Prefetch,,28,80336870,246
Prefetch,,28,81455754,249
Prefetch,,28,82267280,252
Prefetch,,28,83202143,255
Prefetch,,28,84309730,258
Prefetch,,28,85265413,261
Prefetch,,28,86328358,264
Prefetch,,28,87055602,267
Prefetch,,28,88321558,270
Prefetch,,28,89235741,273
Prefetch,,28,89835929,276
Prefetch,,28,91294530,279
Prefetch,,28,92072731,282
Prefetch,,28,93295295,285
Prefetch,,28,94776984,288
Prefetch,,28,96320714,291
Prefetch,,28,96610446,294
Prefetch,,28,97364291,297
Prefetch,,28,97949375,300
