group,function,value,sample_time_nanos,iteration_count
Prefetch,,44,1272138,3
Prefetch,,44,2544244,6
Prefetch,,44,3812052,9
Prefetch,,44,5115683,12
Prefetch,,44,6384061,15
Prefetch,,44,7637926,18
Prefetch,,44,8898491,21
Prefetch,,44,10172791,24
Prefetch,,44,11447168,27
Prefetch,,44,12714876,30
Prefetch,,44,13982163,33
Prefetch,,44,15259261,36
Prefetch,,44,16528709,39
Prefetch,,44,17792170,42
Prefetch,,44,19061297,45
Prefetch,,44,20337010,48
Prefetch,,44,21610007,51
Prefetch,,44,22886589,54
Prefetch,,44,24153296,57
Prefetch,,44,25421351,60
Prefetch,,44,26704273,63
Prefetch,,44,27963891,66
Prefetch,,44,29260660,69
Prefetch,,44,30507465,72
Prefetch,,44,31830026,75
Prefetch,,44,33048469,78
Prefetch,,44,34334304,81
Prefetch,,44,35579113,84
Prefetch,,44,36869695,87
Prefetch,,44,38129428,90
Prefetch,,44,39406896,93
Prefetch,,44,40676222,96
Prefetch,,44,41942112,99
Prefetch,,44,43273504,102
Prefetch,,44,44510370,105
Prefetch,,44,45754971,108
Prefetch,,44,47025680,111
Prefetch,,44,48295191,114
Prefetch,,44,49583662,117
Prefetch,,44,50831473,120
Prefetch,,44,52106130,123
Prefetch,,44,53376915,126
Prefetch,,44,54646020,129
Prefetch,,44,55956466,132
Prefetch,,44,57204108,135
Prefetch,,44,58477986,138
Prefetch,,44,59763503,141
Prefetch,,44,61038404,144
Prefetch,,44,62292708,147
Prefetch,,44,63548758,150
Prefetch,,44,64849914,153
Prefetch,,44,66102696,156
Prefetch,,44,67369504,159
Prefetch,,44,68641037,162
Prefetch,,44,69924123,165
Prefetch,,44,71178594,168
Prefetch,,44,72447772,171
Prefetch,,44,73741963,174
Prefetch,,44,74985543,177
Prefetch,,44,76289241,180
Prefetch,,44,77564352,183
Prefetch,,44,78839491,186
Prefetch,,44,80136114,189
Prefetch,,44,81413505,192
Prefetch,,44,82607284,195
Prefetch,,44,83908048,198
Prefetch,,44,85158824,201
Prefetch,,44,86406109,204
Prefetch,,44,87724064,207
Prefetch,,44,88966497,210
Prefetch,,44,90224575,213
Prefetch,,44,91527605,216
Prefetch,,44,92788664,219
Prefetch,,44,94142219,222
Prefetch,,44,95317596,225
Prefetch,,44,96613832,228
Prefetch,,44,97883035,231
Prefetch,,44,99138298,234
Prefetch,,44,100452394,237
Prefetch,,44,101675421,240
Prefetch,,44,102966169,243
Prefetch,,44,104219302,246
Prefetch,,44,105554929,249
Prefetch,,44,106740042,252
Prefetch,,44,108016130,255
Prefetch,,44,109300974,258
Prefetch,,44,110546367,261
Prefetch,,44,111844603,264
Prefetch,,44,113120541,267
Prefetch,,44,114385424,270
Prefetch,,44,115665319,273
Prefetch,,44,116929104,276
Prefetch,,44,118206556,279
Prefetch,,44,119491991,282
Prefetch,,44,120772932,285
Prefetch,,44,122026697,288
Prefetch,,44,123848455,291
Prefetch,,44,124553508,294
Prefetch,,44,125954746,297
Prefetch,,44,127110985,300
