group,function,value,sample_time_nanos,iteration_count
Prefetch,,22,916234,7
Prefetch,,22,1814194,14
Prefetch,,22,2721121,21
Prefetch,,22,3617901,28
Prefetch,,22,4525601,35
Prefetch,,22,5449837,42
Prefetch,,22,6408284,49
Prefetch,,22,7281998,56
Prefetch,,22,8186449,63
Prefetch,,22,9058243,70
Prefetch,,22,9988626,77
Prefetch,,22,10865036,84
Prefetch,,22,11858019,91
Prefetch,,22,12702171,98
Prefetch,,22,13569154,105
Prefetch,,22,14488175,112
Prefetch,,22,15433107,119
Prefetch,,22,16388972,126
Prefetch,,22,17183189,133
Prefetch,,22,18103780,140
Prefetch,,22,19151040,147
Prefetch,,22,19903668,154
Prefetch,,22,20819440,161
Prefetch,,22,21846529,168
Prefetch,,22,22695535,175
Prefetch,,22,23505310,182
Prefetch,,22,24571205,189
Prefetch,,22,25390480,196
Prefetch,,22,26390666,203
Prefetch,,22,27227440,210
Prefetch,,22,28214241,217
Prefetch,,22,29025427,224
Prefetch,,22,29880497,231
Prefetch,,22,31172507,238
Prefetch,,22,31976198,245
Prefetch,,22,33089100,252
Prefetch,,22,33959249,259
Prefetch,,22,34870704,266
Prefetch,,22,36008208,273
Prefetch,,22,38335624,280
Prefetch,,22,38469452,287
Prefetch,,22,40218304,294
Prefetch,,22,40191786,301
Prefetch,,22,40741852,308
Prefetch,,22,41842260,315
Prefetch,,22,41608953,322
Prefetch,,22,42595792,329
Prefetch,,22,43450968,336
Prefetch,,22,44365983,343
Prefetch,,22,45254098,350
Prefetch,,22,46175893,357
Prefetch,,22,47066781,364
Prefetch,,22,47966758,371
Prefetch,,22,48947404,378
Prefetch,,22,49767918,385
Prefetch,,22,51040280,392
Prefetch,,22,51646955,399
Prefetch,,22,52880849,406
Prefetch,,22,55973530,413
Prefetch,,22,56589153,420
Prefetch,,22,55311790,427
Prefetch,,22,56035463,434
Prefetch,,22,57057629,441
Prefetch,,22,57944560,448
Prefetch,,22,58865813,455
Prefetch,,22,61967293,462
Prefetch,,22,62465625,469
Prefetch,,22,65897412,476
Prefetch,,22,66635505,483
Prefetch,,22,66260164,490
Prefetch,,22,66153202,497
Prefetch,,22,66761668,504
Prefetch,,22,67227583,511
Prefetch,,22,68179958,518
Prefetch,,22,70673868,525
Prefetch,,22,70560496,532
Prefetch,,22,73461219,539
Prefetch,,22,72347894,546
Prefetch,,22,72360716,553
Prefetch,,22,73269328,560
Prefetch,,22,73490625,567
Prefetch,,22,74413125,574
Prefetch,,22,76909118,581
Prefetch,,22,77021193,588
Prefetch,,22,77392776,595
Prefetch,,22,78266338,602
Prefetch,,22,79269507,609
Prefetch,,22,79915478,616
Prefetch,,22,80613432,623
Prefetch,,22,83011019,630
Prefetch,,22,83114844,637
Prefetch,,22,83948646,644
Prefetch,,22,84890434,651
Prefetch,,22,85502066,658
Prefetch,,22,86100437,665
Prefetch,,22,86864440,672
Prefetch,,22,87745517,679
Prefetch,,22,88790640,686
Prefetch,,22,89527240,693
Prefetch,,22,91087400,700
