group,function,value,sample_time_nanos,iteration_count
Prefetch,,11,1054107,11
Prefetch,,11,2116204,22
Prefetch,,11,3172941,33
Prefetch,,11,4216157,44
Prefetch,,11,5267916,55
Prefetch,,11,6320961,66
Prefetch,,11,7379356,77
Prefetch,,11,8428080,88
Prefetch,,11,9479397,99
Prefetch,,11,10539049,110
Prefetch,,11,11600765,121
Prefetch,,11,13749064,132
Prefetch,,11,13752051,143
Prefetch,,11,14798994,154
Prefetch,,11,15844595,165
Prefetch,,11,16914584,176
Prefetch,,11,17977417,187
Prefetch,,11,19027265,198
Prefetch,,11,20079274,209
Prefetch,,11,21173930,220
Prefetch,,11,22166305,231
Prefetch,,11,23293662,242
Prefetch,,11,24348158,253
Prefetch,,11,25426026,264
Prefetch,,11,26483853,275
Prefetch,,11,27494979,286
Prefetch,,11,28537698,297
Prefetch,,11,29629430,308
Prefetch,,11,30623108,319
Prefetch,,11,31750515,330
Prefetch,,11,32799170,341
Prefetch,,11,33819678,352
Prefetch,,11,34931423,363
Prefetch,,11,35921665,374
Prefetch,,11,36997388,385
Prefetch,,11,38453626,396
Prefetch,,11,39078135,407
Prefetch,,11,40146999,418
Prefetch,,11,41150172,429
Prefetch,,11,42215633,440
Prefetch,,11,43284328,451
Prefetch,,11,44331172,462
Prefetch,,11,46317559,473
Prefetch,,11,46535782,484
Prefetch,,11,47553826,495
Prefetch,,11,48633385,506
Prefetch,,11,49649321,517
Prefetch,,11,50755259,528
Prefetch,,11,51878755,539
Prefetch,,11,52761956,550
Prefetch,,11,53815436,561
Prefetch,,11,54942075,572
Prefetch,,11,56134177,583
Prefetch,,11,57166844,594
Prefetch,,11,58667280,605
Prefetch,,11,59300483,616
Prefetch,,11,60392120,627
Prefetch,,11,61636719,638
Prefetch,,11,62470570,649
Prefetch,,11,64280307,660
Prefetch,,11,64445057,671
Prefetch,,11,65546450,682
Prefetch,,11,66572806,693
Prefetch,,11,67676133,704
Prefetch,,11,68735884,715
Prefetch,,11,69772855,726
Prefetch,,11,70846791,737
Prefetch,,11,71861584,748
Prefetch,,11,73488559,759
Prefetch,,11,74100832,770
Prefetch,,11,75131927,781
Prefetch,,11,76060589,792
Prefetch,,11,78053155,803
Prefetch,,11,78109515,814
Prefetch,,11,79254668,825
Prefetch,,11,80291114,836
Prefetch,,11,81316365,847
Prefetch,,11,82482174,858
Prefetch,,11,83553846,869
Prefetch,,11,85058327,880
Prefetch,,11,85724852,891
Prefetch,,11,86864043,902
Prefetch,,11,88436029,913
Prefetch,,11,89592454,924
Prefetch,,11,89633243,935
Prefetch,,11,91904005,946
Prefetch,,11,91895028,957
Prefetch,,11,92918072,968
Prefetch,,11,93978324,979
Prefetch,,11,95272883,990
Prefetch,,11,95905905,1001
Prefetch,,11,99668193,1012
Prefetch,,11,98660774,1023
Prefetch,,11,99128009,1034
Prefetch,,11,100125850,1045
Prefetch,,11,80254557,1056
Prefetch,,11,60666135,1067
Prefetch,,11,61407934,1078
Prefetch,,11,61997045,1089
Prefetch,,11,62611615,1100
