group,function,value,sample_time_nanos,iteration_count
Prefetch,,47,1000533,3
Prefetch,,47,1998706,6
Prefetch,,47,2992368,9
Prefetch,,47,3981428,12
Prefetch,,47,4989175,15
Prefetch,,47,5997955,18
Prefetch,,47,7021808,21
Prefetch,,47,7988178,24
Prefetch,,47,9009613,27
Prefetch,,47,10033097,30
Prefetch,,47,11005028,33
Prefetch,,47,11992359,36
Prefetch,,47,13030866,39
Prefetch,,47,13991164,42
Prefetch,,47,14984715,45
Prefetch,,47,15984942,48
Prefetch,,47,17009344,51
Prefetch,,47,18008100,54
Prefetch,,47,18973806,57
Prefetch,,47,19996763,60
Prefetch,,47,20991681,63
Prefetch,,47,21990123,66
Prefetch,,47,22987402,69
Prefetch,,47,23973166,72
Prefetch,,47,24986949,75
Prefetch,,47,26009527,78
Prefetch,,47,27010346,81
Prefetch,,47,27965011,84
Prefetch,,47,28972687,87
Prefetch,,47,30012664,90
Prefetch,,47,30986778,93
Prefetch,,47,32058054,96
Prefetch,,47,33075429,99
Prefetch,,47,33964112,102
Prefetch,,47,35069907,105
Prefetch,,47,36000385,108
Prefetch,,47,36938853,111
Prefetch,,47,37976125,114
Prefetch,,47,38996644,117
Prefetch,,47,39932387,120
Prefetch,,47,40906406,123
Prefetch,,47,41898555,126
Prefetch,,47,42981867,129
Prefetch,,47,44003064,132
Prefetch,,47,45023567,135
Prefetch,,47,46100257,138
Prefetch,,47,47062201,141
Prefetch,,47,47988086,144
Prefetch,,47,49023676,147
Prefetch,,47,49987839,150
Prefetch,,47,50982707,153
Prefetch,,47,51976301,156
Prefetch,,47,52997556,159
Prefetch,,47,54112742,162
Prefetch,,47,54945950,165
Prefetch,,47,55957249,168
Prefetch,,47,56915788,171
Prefetch,,47,57915844,174
Prefetch,,47,58867483,177
Prefetch,,47,59976263,180
Prefetch,,47,60978617,183
Prefetch,,47,61991232,186
Prefetch,,47,62976359,189
Prefetch,,47,63964191,192
Prefetch,,47,65061091,195
Prefetch,,47,65956521,198
Prefetch,,47,67235901,201
Prefetch,,47,67986197,204
Prefetch,,47,68957953,207
Prefetch,,47,70250554,210
Prefetch,,47,71357368,213
Prefetch,,47,72324396,216
Prefetch,,47,73234729,219
Prefetch,,47,74232076,222
Prefetch,,47,75055054,225
Prefetch,,47,76045206,228
Prefetch,,47,77038875,231
Prefetch,,47,78106685,234
Prefetch,,47,79037510,237
Prefetch,,47,79983396,240
Prefetch,,47,80943986,243
Prefetch,,47,81800059,246
Prefetch,,47,82769684,249
Prefetch,,47,83854314,252
Prefetch,,47,84960459,255
Prefetch,,47,85988352,258
Prefetch,,47,86961552,261
Prefetch,,47,87961159,264
Prefetch,,47,88978472,267
Prefetch,,47,89996561,270
Prefetch,,47,90958166,273
Prefetch,,47,92020413,276
Prefetch,,47,92869601,279
Prefetch,,47,93889891,282
Prefetch,,47,94998394,285
Prefetch,,47,95980607,288
Prefetch,,47,96993902,291
Prefetch,,47,97958335,294
Prefetch,,47,98944468,297
Prefetch,,47,100081190,300
