group,function,value,sample_time_nanos,iteration_count
Prefetch,,12,888482,14
Prefetch,,12,1773354,28
Prefetch,,12,2664485,42
Prefetch,,12,3552137,56
Prefetch,,12,4434916,70
Prefetch,,12,5330817,84
Prefetch,,12,6233630,98
Prefetch,,12,7101409,112
Prefetch,,12,7987063,126
Prefetch,,12,8877771,140
Prefetch,,12,9767165,154
Prefetch,,12,10654605,168
Prefetch,,12,11534277,182
Prefetch,,12,12433380,196
Prefetch,,12,13316074,210
Prefetch,,12,14202304,224
Prefetch,,12,15087776,238
Prefetch,,12,16107976,252
Prefetch,,12,16862648,266
Prefetch,,12,17745139,280
Prefetch,,12,18643616,294
Prefetch,,12,19648390,308
Prefetch,,12,20477680,322
Prefetch,,12,21371158,336
Prefetch,,12,22267776,350
Prefetch,,12,23160100,364
Prefetch,,12,24062937,378
Prefetch,,12,24935527,392
Prefetch,,12,25820904,406
Prefetch,,12,26708558,420
Prefetch,,12,27591914,434
Prefetch,,12,28458737,448
Prefetch,,12,29274526,462
Prefetch,,12,30161749,476
Prefetch,,12,31052227,490
Prefetch,,12,31933119,504
Prefetch,,12,32819620,518
Prefetch,,12,33707677,532
Prefetch,,12,34590352,546
Prefetch,,12,35487026,560
Prefetch,,12,36365511,574
Prefetch,,12,37250807,588
Prefetch,,12,38153695,602
Prefetch,,12,39029608,616
Prefetch,,12,39977980,630
Prefetch,,12,40783274,644
Prefetch,,12,41713444,658
Prefetch,,12,42748732,672
Prefetch,,12,43752095,686
Prefetch,,12,44588709,700
Prefetch,,12,45303502,714
Prefetch,,12,46156745,728
Prefetch,,12,47151595,742
Prefetch,,12,48080266,756
Prefetch,,12,48869544,770
Prefetch,,12,49708165,784
Prefetch,,12,50577136,798
Prefetch,,12,51466078,812
Prefetch,,12,52335143,826
Prefetch,,12,53217994,840
Prefetch,,12,54135198,854
Prefetch,,12,54995400,868
Prefetch,,12,55932492,882
Prefetch,,12,56781637,896
Prefetch,,12,58222048,910
Prefetch,,12,58803718,924
Prefetch,,12,59664460,938
Prefetch,,12,60540775,952
Prefetch,,12,61434109,966
Prefetch,,12,62323848,980
Prefetch,,12,63196732,994
Prefetch,,12,63988988,1008
Prefetch,,12,64764253,1022
Prefetch,,12,65638231,1036
Prefetch,,12,66555902,1050
Prefetch,,12,67431869,1064
Prefetch,,12,68313850,1078
Prefetch,,12,69432194,1092
Prefetch,,12,70117591,1106
Prefetch,,12,71281729,1120
Prefetch,,12,72087885,1134
Prefetch,,12,73014973,1148
Prefetch,,12,73672798,1162
Prefetch,,12,74529344,1176
Prefetch,,12,75390636,1190
Prefetch,,12,76323577,1204
Prefetch,,12,77162311,1218
Prefetch,,12,78058090,1232
Prefetch,,12,79028755,1246
Prefetch,,12,80150560,1260
Prefetch,,12,81408199,1274
Prefetch,,12,81843060,1288
Prefetch,,12,84340400,1302
Prefetch,,12,88037659,1316
Prefetch,,12,85577092,1330
Prefetch,,12,85447228,1344
Prefetch,,12,86338868,1358
Prefetch,,12,87231002,1372
Prefetch,,12,88123520,1386
Prefetch,,12,89153350,1400
