group,function,value,sample_time_nanos,iteration_count
Prefetch,,29,998842,3
Prefetch,,29,2000185,6
Prefetch,,29,2951761,9
Prefetch,,29,3926692,12
Prefetch,,29,4973848,15
Prefetch,,29,5964148,18
Prefetch,,29,6928347,21
Prefetch,,29,7953812,24
Prefetch,,29,8928366,27
Prefetch,,29,10008499,30
Prefetch,,29,10954389,33
Prefetch,,29,11856068,36
Prefetch,,29,13014392,39
Prefetch,,29,13916929,42
Prefetch,,29,14938800,45
Prefetch,,29,15889199,48
Prefetch,,29,16908632,51
Prefetch,,29,17960713,54
Prefetch,,29,18881274,57
Prefetch,,29,19887862,60
Prefetch,,29,20869867,63
Prefetch,,29,21833821,66
Prefetch,,29,22926972,69
Prefetch,,29,23808014,72
Prefetch,,29,24807854,75
Prefetch,,29,25767781,78
Prefetch,,29,26817293,81
Prefetch,,29,27830193,84
Prefetch,,29,28778202,87
Prefetch,,29,29869520,90
Prefetch,,29,30845204,93
Prefetch,,29,31666996,96
Prefetch,,29,32822052,99
Prefetch,,29,33788740,102
Prefetch,,29,34725982,105
Prefetch,,29,35824243,108
Prefetch,,29,36794807,111
Prefetch,,29,37717602,114
Prefetch,,29,38787177,117
Prefetch,,29,39747001,120
Prefetch,,29,40848423,123
Prefetch,,29,41814469,126
Prefetch,,29,42841397,129
Prefetch,,29,43829700,132
Prefetch,,29,44828364,135
Prefetch,,29,45741016,138
Prefetch,,29,46782358,141
Prefetch,,29,47800236,144
Prefetch,,29,48664322,147
Prefetch,,29,49653650,150
Prefetch,,29,50626953,153
Prefetch,,29,51664876,156
Prefetch,,29,52769393,159
Prefetch,,29,53732711,162
Prefetch,,29,54630089,165
Prefetch,,29,55668782,168
Prefetch,,29,56743965,171
Prefetch,,29,57756727,174
Prefetch,,29,58746270,177
Prefetch,,29,59723386,180
Prefetch,,29,60592546,183
Prefetch,,29,61585511,186
Prefetch,,29,62734389,189
Prefetch,,29,63677888,192
Prefetch,,29,64688709,195
Prefetch,,29,65541370,198
Prefetch,,29,66631915,201
Prefetch,,29,67611042,204
Prefetch,,29,68497110,207
Prefetch,,29,69542535,210
Prefetch,,29,70626010,213
Prefetch,,29,71728935,216
Prefetch,,29,72637991,219
Prefetch,,29,73672941,222
Prefetch,,29,74880727,225
Prefetch,,29,75694580,228
Prefetch,,29,76879058,231
Prefetch,,29,77664140,234
Prefetch,,29,78455096,237
Prefetch,,29,79459900,240
Prefetch,,29,80602160,243
Prefetch,,29,81696424,246
Prefetch,,29,82351723,249
Prefetch,,29,83556134,252
Prefetch,,29,84598626,255
Prefetch,,29,85432345,258
Prefetch,,29,86545358,261
Prefetch,,29,87478237,264
Prefetch,,29,88619055,267
Prefetch,,29,89472358,270
Prefetch,,29,90602060,273
Prefetch,,29,91649047,276
Prefetch,,29,92517584,279
Prefetch,,29,94150292,282
Prefetch,,29,94797906,285
Prefetch,,29,95155133,288
Prefetch,,29,96543314,291
Prefetch,,29,97431669,294
Prefetch,,29,98553538,297
Prefetch,,29,99459923,300
