group,function,value,sample_time_nanos,iteration_count
Prefetch,,24,1059947,5
Prefetch,,24,2026195,10
Prefetch,,24,3048940,15
Prefetch,,24,4088440,20
Prefetch,,24,5109667,25
Prefetch,,24,6161384,30
Prefetch,,24,7118340,35
Prefetch,,24,8107427,40
Prefetch,,24,9120637,45
Prefetch,,24,10148578,50
Prefetch,,24,11162549,55
Prefetch,,24,12170415,60
Prefetch,,24,13180136,65
Prefetch,,24,14190689,70
Prefetch,,24,15217148,75
Prefetch,,24,16229414,80
Prefetch,,24,17232807,85
Prefetch,,24,18263809,90
Prefetch,,24,19254628,95
Prefetch,,24,20287810,100
Prefetch,,24,21383947,105
Prefetch,,24,22314276,110
Prefetch,,24,23316697,115
Prefetch,,24,24373362,120
Prefetch,,24,25433645,125
Prefetch,,24,26553070,130
Prefetch,,24,28200388,135
Prefetch,,24,29252333,140
Prefetch,,24,30538343,145
Prefetch,,24,31328097,150
Prefetch,,24,32592592,155
Prefetch,,24,33901620,160
Prefetch,,24,34445564,165
Prefetch,,24,35217208,170
Prefetch,,24,36449981,175
Prefetch,,24,37332020,180
Prefetch,,24,38493104,185
Prefetch,,24,39369788,190
Prefetch,,24,40275029,195
Prefetch,,24,41227083,200
Prefetch,,24,42081390,205
Prefetch,,24,43110571,210
Prefetch,,24,44129890,215
Prefetch,,24,44868394,220
Prefetch,,24,45669623,225
Prefetch,,24,46664016,230
Prefetch,,24,47793024,235
Prefetch,,24,49135551,240
Prefetch,,24,49710412,245
Prefetch,,24,50929626,250
Prefetch,,24,51768141,255
Prefetch,,24,52760656,260
Prefetch,,24,53929635,265
Prefetch,,24,54776525,270
Prefetch,,24,55788518,275
Prefetch,,24,56835354,280
Prefetch,,24,57872876,285
Prefetch,,24,58743709,290
Prefetch,,24,59752275,295
Prefetch,,24,60755367,300
Prefetch,,24,61987035,305
Prefetch,,24,63062731,310
Prefetch,,24,64100207,315
Prefetch,,24,65215054,320
Prefetch,,24,66923981,325
Prefetch,,24,67665778,330
Prefetch,,24,68088258,335
Prefetch,,24,69003663,340
Prefetch,,24,70039912,345
Prefetch,,24,71087490,350
Prefetch,,24,72048260,355
Prefetch,,24,73074894,360
Prefetch,,24,74009357,365
Prefetch,,24,75151997,370
Prefetch,,24,76123740,375
Prefetch,,24,77132165,380
Prefetch,,24,78155324,385
Prefetch,,24,81167393,390
Prefetch,,24,80198969,395
Prefetch,,24,81115521,400
Prefetch,,24,82191813,405
Prefetch,,24,83237516,410
Prefetch,,24,84278255,415
Prefetch,,24,85283511,420
Prefetch,,24,86371364,425
Prefetch,,24,87320522,430
Prefetch,,24,88254479,435
Prefetch,,24,89266924,440
Prefetch,,24,90360413,445
Prefetch,,24,91353150,450
Prefetch,,24,92303556,455
Prefetch,,24,93381647,460
Prefetch,,24,94340412,465
Prefetch,,24,95356533,470
Prefetch,,24,96454961,475
Prefetch,,24,97418010,480
Prefetch,,24,98387689,485
Prefetch,,24,99660095,490
Prefetch,,24,100900704,495
Prefetch,,24,101667815,500
