group,function,value,sample_time_nanos,iteration_count
Prefetch,,5,930445,20
Prefetch,,5,1859030,40
Prefetch,,5,2785335,60
Prefetch,,5,3715090,80
Prefetch,,5,4645275,100
Prefetch,,5,5572832,120
Prefetch,,5,6499229,140
Prefetch,,5,7428998,160
Prefetch,,5,8358945,180
Prefetch,,5,9286742,200
Prefetch,,5,10213458,220
Prefetch,,5,11144374,240
Prefetch,,5,12071701,260
Prefetch,,5,13001002,280
Prefetch,,5,13929388,300
Prefetch,,5,14856562,320
Prefetch,,5,15788198,340
Prefetch,,5,16734324,360
Prefetch,,5,17658201,380
Prefetch,,5,18600868,400
Prefetch,,5,19525588,420
Prefetch,,5,20459134,440
Prefetch,,5,21387738,460
Prefetch,,5,22310162,480
Prefetch,,5,23230213,500
Prefetch,,5,24163689,520
Prefetch,,5,25088143,540
Prefetch,,5,26035476,560
Prefetch,,5,26969725,580
Prefetch,,5,27874738,600
Prefetch,,5,28819093,620
Prefetch,,5,29752575,640
Prefetch,,5,32303040,660
Prefetch,,5,31595552,680
Prefetch,,5,32516953,700
Prefetch,,5,33480851,720
Prefetch,,5,34366941,740
Prefetch,,5,35304529,760
Prefetch,,5,36231273,780
Prefetch,,5,37160938,800
Prefetch,,5,38070439,820
Prefetch,,5,39040594,840
Prefetch,,5,39936903,860
Prefetch,,5,40854443,880
Prefetch,,5,41797067,900
Prefetch,,5,42724416,920
Prefetch,,5,43665341,940
Prefetch,,5,44612208,960
Prefetch,,5,45527815,980
Prefetch,,5,46457979,1000
Prefetch,,5,47395596,1020
Prefetch,,5,48315326,1040
Prefetch,,5,49243520,1060
Prefetch,,5,50172889,1080
Prefetch,,5,51103177,1100
Prefetch,,5,55540780,1120
Prefetch,,5,53036966,1140
Prefetch,,5,53898663,1160
Prefetch,,5,55642179,1180
Prefetch,,5,56132427,1200
Prefetch,,5,57057859,1220
Prefetch,,5,58019240,1240
Prefetch,,5,58920165,1260
Prefetch,,5,59834624,1280
Prefetch,,5,60744008,1300
Prefetch,,5,62000710,1320
Prefetch,,5,62243478,1340
Prefetch,,5,63161315,1360
Prefetch,,5,64089151,1380
Prefetch,,5,66121979,1400
Prefetch,,5,65957875,1420
Prefetch,,5,66912234,1440
Prefetch,,5,68764659,1460
Prefetch,,5,69558644,1480
Prefetch,,5,69767092,1500
Prefetch,,5,70828949,1520
Prefetch,,5,71613595,1540
Prefetch,,5,72489533,1560
Prefetch,,5,73392375,1580
Prefetch,,5,74351603,1600
Prefetch,,5,75238423,1620
Prefetch,,5,76260237,1640
Prefetch,,5,77135065,1660
Prefetch,,5,78054376,1680
Prefetch,,5,79081117,1700
Prefetch,,5,80127744,1720
Prefetch,,5,80845577,1740
Prefetch,,5,81746510,1760
Prefetch,,5,83007865,1780
Prefetch,,5,83686002,1800
Prefetch,,5,58929093,1820
Prefetch,,5,47845316,1840
Prefetch,,5,46600487,1860
Prefetch,,5,47096552,1880
Prefetch,,5,47637915,1900
Prefetch,,5,48464491,1920
Prefetch,,5,48527308,1940
Prefetch,,5,49084652,1960
Prefetch,,5,49732358,1980
Prefetch,,5,50134812,2000
