group,function,value,sample_time_nanos,iteration_count
Prefetch,,16,870580,10
Prefetch,,16,1727547,20
Prefetch,,16,2597776,30
Prefetch,,16,3452677,40
Prefetch,,16,4314924,50
Prefetch,,16,5193394,60
Prefetch,,16,6059687,70
Prefetch,,16,6930382,80
Prefetch,,16,7794288,90
Prefetch,,16,8659787,100
Prefetch,,16,9612132,110
Prefetch,,16,10469421,120
Prefetch,,16,11626214,130
Prefetch,,16,12514027,140
Prefetch,,16,13163001,150
Prefetch,,16,14200694,160
Prefetch,,16,15030235,170
Prefetch,,16,16036411,180
Prefetch,,16,16803713,190
Prefetch,,16,17666364,200
Prefetch,,16,18657545,210
Prefetch,,16,19557041,220
Prefetch,,16,20309829,230
Prefetch,,16,25715111,240
Prefetch,,16,21733944,250
Prefetch,,16,22859638,260
Prefetch,,16,23717460,270
Prefetch,,16,39034702,280
Prefetch,,16,25789840,290
Prefetch,,16,26128488,300
Prefetch,,16,26783843,310
Prefetch,,16,27759706,320
Prefetch,,16,29202502,330
Prefetch,,16,29913053,340
Prefetch,,16,30698235,350
Prefetch,,16,31496741,360
Prefetch,,16,32581399,370
Prefetch,,16,33517547,380
Prefetch,,16,34467593,390
Prefetch,,16,35293968,400
Prefetch,,16,36201653,410
Prefetch,,16,37016326,420
Prefetch,,16,37653264,430
Prefetch,,16,39525717,440
Prefetch,,16,39533479,450
Prefetch,,16,50446410,460
Prefetch,,16,42525825,470
Prefetch,,16,43491915,480
Prefetch,,16,42363408,490
Prefetch,,16,43162062,500
Prefetch,,16,44009759,510
Prefetch,,16,44879979,520
Prefetch,,16,45987572,530
Prefetch,,16,46437682,540
Prefetch,,16,47422142,550
Prefetch,,16,48458458,560
Prefetch,,16,49326973,570
Prefetch,,16,50244099,580
Prefetch,,16,51062808,590
Prefetch,,16,51915378,600
Prefetch,,16,52890001,610
Prefetch,,16,53888814,620
Prefetch,,16,54696487,630
Prefetch,,16,55582140,640
Prefetch,,16,56421837,650
Prefetch,,16,57323502,660
Prefetch,,16,58178457,670
Prefetch,,16,59011474,680
Prefetch,,16,61087482,690
Prefetch,,16,60516285,700
Prefetch,,16,61308769,710
Prefetch,,16,62322824,720
Prefetch,,16,63254547,730
Prefetch,,16,64009104,740
Prefetch,,16,64896271,750
Prefetch,,16,65751721,760
Prefetch,,16,66608368,770
Prefetch,,16,67448140,780
Prefetch,,16,68367183,790
Prefetch,,16,69303613,800
Prefetch,,16,70089823,810
Prefetch,,16,71003999,820
Prefetch,,16,71565062,830
Prefetch,,16,72710106,840
Prefetch,,16,73548291,850
Prefetch,,16,74468575,860
Prefetch,,16,75253370,870
Prefetch,,16,76137835,880
Prefetch,,16,76983101,890
Prefetch,,16,77841459,900
Prefetch,,16,78753287,910
Prefetch,,16,79602002,920
Prefetch,,16,80538060,930
Prefetch,,16,81108265,940
Prefetch,,16,96508305,950
Prefetch,,16,84654290,960
Prefetch,,16,83570680,970
Prefetch,,16,84964807,980
Prefetch,,16,86140492,990
Prefetch,,16,89626518,1000
