group,function,value,sample_time_nanos,iteration_count
Prefetch,,37,1100002,3
Prefetch,,37,2174720,6
Prefetch,,37,3262682,9
Prefetch,,37,4379645,12
Prefetch,,37,5444954,15
Prefetch,,37,6529533,18
Prefetch,,37,7605294,21
Prefetch,,37,8692206,24
Prefetch,,37,9782147,27
Prefetch,,37,10866751,30
Prefetch,,37,11953838,33
Prefetch,,37,13041587,36
Prefetch,,37,14125614,39
Prefetch,,37,15215677,42
Prefetch,,37,16298797,45
Prefetch,,37,17387682,48
Prefetch,,37,18474652,51
Prefetch,,37,19563761,54
Prefetch,,37,20648164,57
Prefetch,,37,21735693,60
Prefetch,,37,22820633,63
Prefetch,,37,23912711,66
Prefetch,,37,24997622,69
Prefetch,,37,26080924,72
Prefetch,,37,27170746,75
Prefetch,,37,28256353,78
Prefetch,,37,29339796,81
Prefetch,,37,30490942,84
Prefetch,,37,31523308,87
Prefetch,,37,32603175,90
Prefetch,,37,33687122,93
Prefetch,,37,34786231,96
Prefetch,,37,35866906,99
Prefetch,,37,36948889,102
Prefetch,,37,38050379,105
Prefetch,,37,39127849,108
Prefetch,,37,40212031,111
Prefetch,,37,41293276,114
Prefetch,,37,42379593,117
Prefetch,,37,43468412,120
Prefetch,,37,44654741,123
Prefetch,,37,45640626,126
Prefetch,,37,46731454,129
Prefetch,,37,47824706,132
Prefetch,,37,48903719,135
Prefetch,,37,49996304,138
Prefetch,,37,51087740,141
Prefetch,,37,52173398,144
Prefetch,,37,53256122,147
Prefetch,,37,56452398,150
Prefetch,,37,55565330,153
Prefetch,,37,56536842,156
Prefetch,,37,57663016,159
Prefetch,,37,58685559,162
Prefetch,,37,59772267,165
Prefetch,,37,60868927,168
Prefetch,,37,61948223,171
Prefetch,,37,63040329,174
Prefetch,,37,64119256,177
Prefetch,,37,65203683,180
Prefetch,,37,66295156,183
Prefetch,,37,67376263,186
Prefetch,,37,68465807,189
Prefetch,,37,69559699,192
Prefetch,,37,70787619,195
Prefetch,,37,71779555,198
Prefetch,,37,72895511,201
Prefetch,,37,73905816,204
Prefetch,,37,75006566,207
Prefetch,,37,76083880,210
Prefetch,,37,77160696,213
Prefetch,,37,78245656,216
Prefetch,,37,79340249,219
Prefetch,,37,80421897,222
Prefetch,,37,81514657,225
Prefetch,,37,82590278,228
Prefetch,,37,83742863,231
Prefetch,,37,84774414,234
Prefetch,,37,85854120,237
Prefetch,,37,86932050,240
Prefetch,,37,88025074,243
Prefetch,,37,89109667,246
Prefetch,,37,90191337,249
Prefetch,,37,91864143,252
Prefetch,,37,92362626,255
Prefetch,,37,93459248,258
Prefetch,,37,94662681,261
Prefetch,,37,95641938,264
Prefetch,,37,96735005,267
Prefetch,,37,97800022,270
Prefetch,,37,98884642,273
Prefetch,,37,99977466,276
Prefetch,,37,101058466,279
Prefetch,,37,102185384,282
Prefetch,,37,103232275,285
Prefetch,,37,104390936,288
Prefetch,,37,105607797,291
Prefetch,,37,106512106,294
Prefetch,,37,107594910,297
Prefetch,,37,108665921,300
